Samples (i),TTF of A1,TTF of A2
17,77,78
15,73,74
13,71,70
40,114,110
12,71,70
32,100,99
20,79,81
22,83,83
27,90,90
35,100,100
14,72,73
21,80,83
18,78,79
37,108,107
26,89,88
4,40,40
5,42,41
34,100,100
11,71,70
8,60,60
